Level,Date and Time,Source,Event ID,Task Category
Information,11/13/2021 3:27:15 PM,Microsoft-Windows-Winlogon,6003,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.
Information,11/13/2021 3:26:48 PM,FreeSSHDService,0,None,The operation completed successfully. 
Information,11/13/2021 3:26:35 PM,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,11/13/2021 3:26:19 PM,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,11/13/2021 3:26:20 PM,Desktop Window Manager,9027,None,The Desktop Window Manager has registered the session port.
Information,11/13/2021 3:25:05 PM,Microsoft-Windows-User Profiles Service,1532,None,"The User Profile Service has stopped.  

"
Information,11/13/2021 3:25:04 PM,Microsoft-Windows-MSDTC,4111,SVC,The MS DTC service is stopping.
Information,11/13/2021 3:24:57 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,11/13/2021 3:24:57 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <WSearch> was unavailable to handle a notification event.
Information,11/13/2021 2:59:05 PM,VSS,8224,None,The VSS service is shutting down due to idle timeout. 
Information,11/13/2021 2:55:51 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T22:55:51Z. Reason: RulesEngine.
Information,11/13/2021 2:55:08 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 2:50:24 PM,edgeupdate,0,None,Service stopped.
Information,11/13/2021 1:54:00 PM,FreeSSHDService,0,None,The operation completed successfully. 
Information,11/13/2021 1:53:53 PM,Windows Error Reporting,1001,None,"Fault bucket 1381394808496579641, type 5
Event Name: MpTelemetry
Response: Not available
Cab Id: 0

Problem signature:
P1: 0x8050a003
P2: ValidateUpdate
P3: AM FE
P4: 1.1.18500.10,1.1.18700.4,1.353.953.0
P5: mpsigstub.exe
P6: 4.18.2104.5
P7: Microsoft Windows Defender (RS1+)
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp\MpSigStub.log
\\?\C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp\FD49AAAC-31D4-4CA3-A10E-E72088E29B06MPTelemetrySubmit\client_manifest.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.47260be4-6764-4a72-901c-36983f1b56bd.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7f34a0e4-6683-4471-b407-6eec43dd650a.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.bc9514b5-63f6-4804-8e05-765f669be7ea.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.94ae09d9-e792-4282-9665-111947c6387d.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_0x8050a003_5a6efa51e7a9d96b37229cb3eea7eba9e50d2d1_00000000_ee1acc93-a005-4b05-a5a6-b8580386272c

Analysis symbol: 
Rechecking for solution: 0
Report Id: ee1acc93-a005-4b05-a5a6-b8580386272c
Report Status: 268435456
Hashed bucket: 126c7b5139dd583bf32bb3426701e439
Cab Guid: 0"
Information,11/13/2021 1:52:46 PM,VSS,8224,None,The VSS service is shutting down due to idle timeout. 
Information,11/13/2021 1:52:32 PM,FreeSSHDService,0,None,The operation completed successfully. 
Information,11/13/2021 1:49:49 PM,FreeSSHDService,0,None,The operation completed successfully. 
Information,11/13/2021 1:47:11 PM,FreeSSHDService,0,None,The operation completed successfully. 
Information,11/13/2021 1:44:46 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T21:44:45Z. Reason: RulesEngine.
Information,11/13/2021 1:44:14 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 1:44:04 PM,Microsoft-Windows-CAPI2,4097,None,"Successful auto update of third-party root certificate:: Subject: <CN=AddTrust External CA Root, OU=AddTrust External TTP Network, O=AddTrust AB, C=SE> Sha1 thumbprint: <02FAF3E291435468607857694DF5E45B68851868>."
Information,11/13/2021 1:43:54 PM,Microsoft-Windows-CAPI2,4097,None,"Successful auto update of third-party root certificate:: Subject: <CN=Certum Trusted Network CA, OU=Certum Certification Authority, O=Unizeto Technologies S.A., C=PL> Sha1 thumbprint: <07E032E020B72C3F192F0628A2593A19A70F069E>."
Information,11/13/2021 1:43:54 PM,Microsoft-Windows-CAPI2,4097,None,"Successful auto update of third-party root certificate:: Subject: <CN=Certum CA, O=Unizeto Sp. z o.o., C=PL> Sha1 thumbprint: <6252DC40F71143A22FDE9EF7348E064251B18118>."
Information,11/13/2021 1:42:58 PM,Microsoft-Windows-CAPI2,4097,None,"Successful auto update of third-party root certificate:: Subject: <CN=DigiCert High Assurance EV Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US> Sha1 thumbprint: <5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25>."
Information,11/13/2021 1:42:58 PM,Microsoft-Windows-CAPI2,4111,None,"Successful auto update of third-party root list with effective date: ‎Monday, ‎October ‎18, ‎2021 12:14:37 PM."
Information,11/13/2021 1:40:37 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T21:40:37Z. Reason: RulesEngine.
Information,11/13/2021 1:40:06 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 1:39:54 PM,Microsoft-Windows-LoadPerf,1000,None,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data in the data section contains the new index values assigned to this service.
Information,11/13/2021 1:39:53 PM,Microsoft-Windows-LoadPerf,1001,None,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
Information,11/13/2021 1:39:39 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T21:39:38Z. Reason: RulesEngine.
Information,11/13/2021 1:38:43 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 1:38:36 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T21:38:36Z. Reason: RulesEngine.
Information,11/13/2021 1:37:36 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 1:36:54 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T21:36:53Z. Reason: RulesEngine.
Information,11/13/2021 1:36:23 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 1:36:23 PM,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
Parameters:<explicit>"
Information,11/13/2021 1:35:41 PM,Microsoft-Windows-MSDTC 2,4202,TM,"MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Transaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1"
Information,11/13/2021 1:35:11 PM,edgeupdate,0,None,Service stopped.
Information,11/13/2021 1:35:03 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T21:35:02Z. Reason: RulesEngine.
Information,11/13/2021 1:34:32 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 1:34:25 PM,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,11/13/2021 1:34:25 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-20T21:34:24Z. Reason: RulesEngine.
Information,11/13/2021 1:33:41 PM,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
10.0.20348.169"
Information,11/13/2021 1:33:41 PM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 1ea11e95-b7b5-49f8-b3b8-164805630e84, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]
2: 22105925-48c3-4ff4-a294-f654bb27e390, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 27c4e172-0f4c-4a2d-86f0-ebfd77a583ce, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 3f1a0b3b-cefc-48e4-8502-53299ec06146, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 661f7658-7035-4b4c-9f35-010682943ec2, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 716317e3-9177-41f8-a772-361050bb1b7f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 8f97e374-1be6-46d5-bb24-61f9d6400caf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 929d118a-4950-4d06-9ff1-ecd794f7d740, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 9bd77860-9b31-4b7b-96ad-2564017315bf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: b1c68fb2-b632-47a2-8719-488cc128b728, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: ce624156-a391-4585-93f9-7fb37405fbda, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: e73aabfa-12bc-4705-b551-2dd076bebc7d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: ffa0a98f-b13f-4433-91f4-8aff126ed407, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,11/13/2021 1:33:41 PM,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
Information,11/13/2021 1:33:40 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 1:33:39 PM,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
Parameters:TriggerStarted:6"
Information,11/13/2021 1:33:33 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,11/13/2021 1:33:23 PM,Microsoft-Windows-Winlogon,6003,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.
Information,11/13/2021 1:33:21 PM,Microsoft-Windows-WMI,5617,None,Windows Management Instrumentation Service subsystems initialized successfully
Information,11/13/2021 1:32:40 PM,Microsoft-Windows-WMI,5611,None,The Windows Management Instrumentation service has detected an inconsistent system shutdown.
Information,11/13/2021 9:32:19 PM,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,11/13/2021 9:32:04 PM,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,10/13/2021 3:59:18 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-09-19T22:59:18Z. Reason: RulesEngine.
Information,10/13/2021 3:57:36 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,10/13/2021 3:56:35 PM,edgeupdate,0,None,Service stopped.
Information,10/13/2021 3:55:38 PM,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,10/13/2021 3:55:38 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-09-19T22:55:37Z. Reason: RulesEngine.
Information,10/13/2021 3:55:07 PM,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
10.0.20348.169"
Information,10/13/2021 3:55:06 PM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 1ea11e95-b7b5-49f8-b3b8-164805630e84, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]
2: 22105925-48c3-4ff4-a294-f654bb27e390, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 27c4e172-0f4c-4a2d-86f0-ebfd77a583ce, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 3f1a0b3b-cefc-48e4-8502-53299ec06146, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 661f7658-7035-4b4c-9f35-010682943ec2, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 716317e3-9177-41f8-a772-361050bb1b7f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 8f97e374-1be6-46d5-bb24-61f9d6400caf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 929d118a-4950-4d06-9ff1-ecd794f7d740, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 9bd77860-9b31-4b7b-96ad-2564017315bf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: b1c68fb2-b632-47a2-8719-488cc128b728, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: ce624156-a391-4585-93f9-7fb37405fbda, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: e73aabfa-12bc-4705-b551-2dd076bebc7d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: ffa0a98f-b13f-4433-91f4-8aff126ed407, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,10/13/2021 3:55:05 PM,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
Information,10/13/2021 3:55:01 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,10/13/2021 3:54:55 PM,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
Parameters:<explicit>"
Information,10/13/2021 3:54:51 PM,Microsoft-Windows-MSDTC 2,4202,TM,"MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Transaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1"
Information,10/13/2021 3:54:50 PM,edgeupdate,0,None,Service stopped.
Information,10/13/2021 3:53:31 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,10/13/2021 3:53:23 PM,Microsoft-Windows-WMI,5617,None,Windows Management Instrumentation Service subsystems initialized successfully
Information,10/13/2021 3:53:24 PM,Microsoft-Windows-Winlogon,6003,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.
Information,10/13/2021 3:53:10 PM,Microsoft-Windows-WMI,5611,None,The Windows Management Instrumentation service has detected an inconsistent system shutdown.
Information,10/13/2021 3:52:48 PM,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,10/13/2021 3:52:40 PM,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,10/2/2021 5:33:29 AM,.NET Runtime Optimization Service,1130,None,.NET Runtime Optimization Service (4.0.30319.0) - Installed from repository: mscorlib
Information,10/2/2021 5:25:29 AM,.NET Runtime Optimization Service,1130,None,.NET Runtime Optimization Service (4.0.30319.0) - Installed from repository: mscorlib
Information,10/2/2021 5:20:26 AM,Microsoft-Windows-CAPI2,4097,None,"Successful auto update of third-party root certificate:: Subject: <CN=ISRG Root X1, O=Internet Security Research Group, C=US> Sha1 thumbprint: <CABD2A79A1076A31F21D253635CB039D4329A5E8>."
Information,10/2/2021 5:20:26 AM,Microsoft-Windows-CAPI2,4100,None,Successful auto update retrieval of third-party root certificate from: <http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/CABD2A79A1076A31F21D253635CB039D4329A5E8.crt>.
Information,10/2/2021 5:20:26 AM,Microsoft-Windows-CAPI2,4111,None,"Successful auto update of third-party root list with effective date: ‎Friday, ‎September ‎10, ‎2021 9:09:29 AM."
Information,10/2/2021 5:20:26 AM,Microsoft-Windows-CAPI2,4109,None,"Successful auto property update of third-party root certificate:: Subject: <OU=Go Daddy Class 2 Certification Authority, O=""The Go Daddy Group, Inc."", C=US> Sha1 thumbprint: <2796BAE63F1801E277261BA0D77770028F20EEE4>."
Information,10/2/2021 5:20:26 AM,Microsoft-Windows-CAPI2,4108,None,"Successful auto delete of third-party root certificate:: Subject: <OU=Class 3 Public Primary Certification Authority, O=""VeriSign, Inc."", C=US> Sha1 thumbprint: <4F65566336DB6598581D584A596C87934D5F2AB4>."
Information,10/2/2021 5:20:26 AM,Microsoft-Windows-CAPI2,4109,None,"Successful auto property update of third-party root certificate:: Subject: <OU=Class 3 Public Primary Certification Authority, O=""VeriSign, Inc."", C=US> Sha1 thumbprint: <742C3192E607E424EB4549542BE1BBC53E6174E2>."
Information,10/2/2021 5:20:26 AM,Microsoft-Windows-CAPI2,4109,None,"Successful auto property update of third-party root certificate:: Subject: <CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US> Sha1 thumbprint: <A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436>."
